"E8033100","E8043100","E8043500","R0000100","R0070700","R0343700","R0344200","R0344900","R0360300","R0360400","R0360500","R0365900","R0366000","R0536300","R0536401","R0536402","R0648900","R1204500","R1235800","R1482600"
0,0,0,298,1,1,0,4,0,0,0,0,-4,2,6,1983,0,63000,1,4
0,0,0,299,3,-4,-4,-4,0,0,0,0,-4,1,5,1981,0,-3,1,4
0,0,0,300,1,1,0,4,0,0,0,0,-4,2,5,1984,0,-3,1,4
0,0,0,301,2,-4,-4,-4,1,0,0,0,-4,2,12,1981,0,34800,1,4
0,0,0,302,1,1,5,4,0,0,0,0,-4,2,3,1984,0,-3,1,4
1,0,0,303,1,-4,-4,-4,0,0,0,0,-4,2,9,1980,0,-3,1,4
0,0,0,304,1,1,0,1,0,0,0,0,-4,1,2,1983,0,-3,1,4
0,0,0,305,1,1,0,1,0,0,0,0,-4,2,2,1983,0,-3,1,4
0,0,0,306,1,-4,-4,-4,0,0,0,0,-4,2,2,1980,-4,-3,1,4
0,0,0,307,1,-4,-4,-4,0,0,0,0,-4,2,5,1980,-4,-3,1,4
0,0,0,308,1,-4,-4,-4,0,0,0,0,-4,1,4,1981,-4,-3,1,4
0,0,0,309,1,-4,-4,-4,0,0,0,0,-4,2,4,1981,-4,-3,1,4
0,0,0,310,1,-4,-4,-4,0,0,0,0,-4,2,6,1982,-4,-3,1,4
0,0,0,311,1,-4,-4,-4,0,0,0,0,-4,1,3,1982,-4,-4,1,4
0,0,0,312,2,-4,-4,-4,1,0,0,0,-4,2,7,1982,-4,-4,1,4
0,0,0,313,2,-4,-4,-4,0,0,0,0,-4,2,4,1981,0,246474,1,4
0,0,0,314,5,1,0,4,0,0,0,0,-4,1,10,1984,0,246474,1,4
2,0,0,315,1,-4,-4,-4,0,0,0,0,-4,2,1,1982,0,135500,1,4
0,0,0,316,1,-4,-4,-4,0,0,0,0,-4,1,4,1982,0,-3,1,4
0,0,0,317,4,-4,-4,-4,0,0,0,0,-4,2,8,1980,-4,-4,1,2
0,0,0,318,1,2,-4,-4,0,0,0,0,-4,1,2,1983,0,-3,1,4
0,0,0,319,1,1,0,1,0,0,0,0,-4,2,3,1983,0,80000,1,4
0,0,0,320,1,-4,-4,-4,0,0,0,0,-4,2,7,1982,0,40000,1,4
0,0,0,321,1,-4,-4,-4,1,0,0,0,-4,1,10,1981,-4,-4,1,4
0,0,0,322,1,-4,-4,-4,0,0,0,0,-4,2,6,1982,0,28000,1,4
0,0,0,323,1,-4,-4,-4,0,0,0,0,-4,1,3,1980,0,102000,1,4
0,0,0,324,1,-4,-4,-4,0,0,0,0,-4,1,6,1980,-4,-4,1,4
0,0,0,325,1,1,2,4,0,0,0,0,-4,1,9,1984,-4,-4,1,4
0,0,0,326,1,-4,-4,-4,0,0,0,0,-4,2,3,1980,0,-3,1,4
0,0,0,327,1,1,0,4,0,0,0,0,-4,2,1,1983,-4,-4,1,4
0,0,0,328,1,1,0,1,0,0,0,0,-4,1,3,1984,0,45000,1,4
0,0,0,329,1,1,1,4,0,0,0,0,-4,1,2,1984,-4,-4,1,4
0,0,0,330,1,-4,-4,-4,0,0,0,0,-4,1,6,1982,-4,-4,1,4
0,0,0,331,1,-4,-4,-4,-2,0,0,0,-4,2,4,1980,0,-3,1,4
0,0,0,332,1,-4,-4,-4,0,0,0,0,-4,1,1,1980,0,-3,1,4
0,0,0,333,1,-4,-4,-4,0,0,0,0,-4,2,8,1982,0,-3,1,4
0,0,0,334,1,1,1,4,0,0,0,0,-4,2,1,1984,0,162000,1,4
0,0,0,335,1,-4,-4,-4,0,0,0,0,-4,2,6,1980,-4,-4,1,4
1,0,0,336,2,-4,-4,-4,0,0,0,0,-4,1,2,1982,0,-3,1,1
0,0,0,337,1,3,2,4,0,0,0,0,-4,1,7,1983,0,150500,1,4
0,0,0,338,1,-4,-4,-4,0,0,0,0,-4,2,4,1981,0,246474,1,4
0,0,0,339,1,-4,-4,-4,0,1,0,0,-4,2,9,1981,0,22000,1,4
0,0,0,340,1,-4,-4,-4,0,0,0,0,-4,1,12,1981,0,17930,1,4
0,0,0,341,2,1,0,1,1,0,0,0,-4,1,12,1983,-4,-4,1,4
1,0,0,342,1,-4,-4,-4,1,0,0,0,-4,1,3,1982,-4,-4,1,4
1,1,3,343,1,3,7,1,0,0,0,0,-4,1,3,1984,-4,-4,1,4
3,0,0,344,1,1,0,1,1,0,0,0,-4,1,3,1984,-4,-4,1,4
6,1,2,345,3,-2,-4,-4,1,1,0,0,-4,1,3,1984,-4,-4,1,4
0,0,0,346,1,3,0,1,0,1,0,0,-4,1,5,1984,0,0,1,2
0,0,0,347,1,-4,-4,-4,1,0,0,0,-4,1,9,1981,0,-3,1,2
0,0,0,348,1,1,8,2,0,0,0,0,-4,1,8,1983,0,-3,1,2
5,2,3,349,1,-4,-4,-4,1,0,0,0,-4,1,1,1984,0,-3,1,2
3,0,0,350,1,2,-4,-4,1,1,0,0,-4,1,2,1984,0,42250,1,4
0,0,0,351,2,-4,-4,-4,1,1,0,0,-4,2,6,1981,0,17500,1,2
1,0,0,352,3,-4,-4,-4,1,1,0,1,1,2,6,1981,0,17500,1,2
3,0,0,353,2,-4,-4,-4,1,1,0,0,-4,2,9,1982,0,17500,1,2
0,0,0,354,2,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,2000,1,2
0,0,0,355,2,-4,-4,-4,1,0,0,0,-4,2,12,1980,0,2000,1,2
0,0,0,356,2,-4,-4,-4,1,0,0,0,-4,2,10,1982,0,17500,1,2
0,0,0,357,1,-4,-4,-4,1,1,0,0,-4,1,9,1981,0,21000,1,2
0,0,0,358,1,1,3,4,0,0,0,0,-4,1,2,1983,0,21000,1,2
0,0,0,359,1,-4,-4,-4,1,1,0,0,-4,2,1,1983,0,21000,1,2
0,0,0,360,1,1,0,2,1,1,0,0,-4,1,9,1984,-4,-4,1,2
0,0,0,361,1,-4,-4,-4,0,0,0,0,-4,1,8,1980,-4,24000,1,2
0,0,0,362,2,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,38500,1,2
0,0,0,363,2,1,0,1,1,0,0,0,-4,2,11,1983,0,38500,1,2
0,0,0,364,4,3,0,1,1,1,0,0,-4,2,7,1984,0,15000,1,2
7,0,0,365,3,-4,-4,-4,1,1,1,1,3,2,2,1982,0,29046,1,2
0,0,0,366,2,-4,-4,-4,1,1,0,0,-4,2,8,1980,-4,-4,1,2
0,0,0,367,2,-4,-4,-4,1,0,0,0,-4,1,6,1981,-4,-4,1,2
2,0,0,368,1,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,-3,1,2
9,0,0,369,1,2,-4,-4,0,0,0,0,-4,1,7,1984,0,-3,1,2
21,-3,-3,370,5,-4,-4,-4,1,1,1,1,4,1,6,1981,0,67964,1,2
0,0,0,371,5,-4,-4,-4,1,1,1,0,-4,2,12,1982,0,67964,1,2
0,0,0,372,2,1,0,1,1,0,0,0,-4,1,6,1983,-4,-4,1,2
0,0,0,373,1,1,0,6,1,0,0,0,-4,2,8,1984,-4,6000,1,2
0,0,0,374,5,-4,-4,-4,1,0,0,0,-4,2,9,1981,0,36214,1,4
1,1,149,375,2,-4,-4,-4,1,1,0,0,-4,1,7,1982,0,-3,1,1
0,0,0,376,2,-4,-4,-4,1,0,0,0,-4,1,3,1981,0,40000,1,1
0,0,0,377,1,1,0,1,0,0,0,0,-4,2,12,1984,0,-3,1,1
2,0,0,378,1,1,0,4,1,0,0,0,-4,1,2,1984,0,70000,1,1
0,0,0,379,2,-4,-4,-4,0,0,0,0,-4,2,11,1980,0,91000,1,2
0,0,0,380,1,1,0,1,0,0,0,0,-4,1,2,1983,0,0,1,4
0,0,0,381,-4,-4,-4,-4,1,0,1,0,-4,1,1,1980,0,0,1,2
0,0,0,382,2,-4,-4,-4,0,0,0,0,-4,2,1,1980,-4,-3,1,4
0,0,0,383,1,1,0,1,0,0,0,0,-4,2,2,1984,0,0,1,4
0,0,0,384,1,1,0,1,0,0,0,0,-4,1,11,1983,0,37000,1,2
1,1,2,385,4,-4,-4,-4,1,1,0,0,-4,1,12,1981,0,43000,1,2
0,0,0,386,1,-4,-4,-4,1,0,0,0,-4,1,6,1980,0,-3,1,2
1,0,0,387,2,3,2,1,1,1,0,0,-4,2,1,1983,0,-3,1,2
0,0,0,388,3,-4,-4,-4,1,1,0,0,-4,2,1,1982,-4,-4,1,2
0,0,0,389,1,-4,-4,-4,1,0,0,0,-4,2,6,1981,0,80500,1,4
1,0,0,390,2,1,1,4,0,1,0,0,-4,2,3,1983,0,17500,1,4
0,0,0,391,1,-4,-4,-4,0,0,0,0,-4,1,3,1980,-4,-4,1,4
0,0,0,392,1,-4,-4,-4,1,0,0,0,-4,1,1,1980,0,-3,1,2
0,0,0,393,1,1,1,4,0,0,0,0,-4,1,9,1983,-4,-4,1,2
1,0,0,394,1,3,0,1,0,0,0,0,-4,1,10,1984,-4,-4,1,2
0,0,0,395,1,1,1,1,1,0,0,0,-4,1,8,1984,0,70000,1,4
0,0,0,396,2,3,20,2,1,0,0,0,-4,1,9,1983,0,75500,1,4
3,0,0,397,1,-4,-4,-4,0,0,0,0,-4,1,4,1982,0,100000,1,2
0,0,0,398,1,-4,-4,-4,0,0,0,0,-4,1,8,1980,-4,-4,1,2
0,0,0,399,1,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,40000,1,3
1,0,0,400,2,-4,-4,-4,0,1,0,0,-4,2,7,1982,0,40000,1,3
5,0,0,401,1,1,5,1,1,0,0,0,-4,1,6,1984,0,85500,1,4
1,0,0,402,2,3,2,1,1,0,0,0,-4,2,7,1984,-4,-4,1,4
1,0,0,403,1,2,-4,-4,0,0,0,0,-4,2,2,1984,0,-3,1,1
0,0,0,404,1,-4,-4,-4,1,0,0,0,-4,1,3,1980,0,67200,1,4
0,0,0,405,2,-4,-4,-4,1,0,0,0,-4,1,9,1981,0,67200,1,4
0,0,0,406,2,1,0,4,1,0,0,0,-4,2,6,1983,0,67200,1,4
0,0,0,407,3,-4,-4,-4,1,0,0,0,-4,2,10,1981,0,3350,1,2
0,0,0,408,1,-4,-4,-4,1,0,0,0,-4,1,5,1980,0,-3,1,1
1,0,0,409,2,-4,-4,-4,1,1,1,0,-4,2,12,1980,0,-3,1,1
6,1,9,410,3,-4,-4,-4,1,0,0,1,3,1,10,1980,0,-3,1,2
0,0,0,411,1,-4,-4,-4,1,1,1,0,-4,2,2,1980,-4,-4,1,2
1,0,0,412,1,-4,-4,-4,0,0,0,0,-4,1,2,1982,-4,-4,1,2
0,0,0,413,1,-4,-4,-4,1,1,0,0,-4,1,7,1980,-4,-4,1,1
1,1,19,414,3,-4,-4,-4,0,1,0,0,-4,2,7,1980,0,3000,1,1
0,0,0,415,2,-4,-4,-4,1,0,0,0,-4,2,12,1981,0,150000,1,4
0,0,0,416,1,-4,-4,-4,1,0,0,0,-4,2,7,1980,0,-3,1,4
1,0,0,417,1,3,2,1,0,0,0,0,-4,2,5,1983,0,246474,1,4
0,0,0,418,1,3,0,1,1,0,0,0,-4,1,5,1983,0,132600,1,4
0,0,0,419,1,1,5,6,0,0,0,0,-4,1,2,1984,0,-3,1,4
2,0,0,420,1,-4,-4,-4,1,0,0,1,1,1,3,1980,0,-3,1,4
4,0,0,421,3,-4,-4,-4,1,0,0,1,1,1,8,1982,0,43000,1,4
0,0,0,422,2,-4,-4,-4,0,0,0,0,-4,1,1,1981,0,103000,1,3
0,0,0,423,1,-4,-4,-4,0,0,0,0,-4,2,1,1984,0,103000,1,3
0,0,0,424,1,3,0,5,1,0,0,0,-4,2,6,1984,0,71700,1,2
0,0,0,425,3,-4,-4,-4,1,1,0,0,-4,2,8,1982,0,98000,1,4
0,0,0,426,1,-4,-4,-4,0,1,0,0,-4,2,12,1980,0,12000,1,2
2,0,0,427,1,-4,-4,-4,1,0,0,0,-4,1,11,1981,0,36000,1,2
0,0,0,428,1,1,0,1,0,0,0,0,-4,2,11,1984,-4,-4,1,2
2,0,0,429,4,-4,-4,-4,1,0,0,1,1,1,1,1981,0,600,1,4
0,0,0,430,2,3,0,1,1,0,0,0,-4,1,3,1983,0,53000,1,4
0,0,0,431,3,1,0,1,1,0,0,0,-4,2,10,1984,0,0,1,2
5,3,17,432,3,-4,-4,-4,1,1,0,0,-4,1,2,1981,0,29000,1,2
0,0,0,433,1,2,-4,-4,0,0,0,0,-4,2,9,1984,0,29000,1,2
0,0,0,434,2,-4,-4,-4,1,0,0,0,-4,1,4,1982,0,246474,1,4
0,0,0,435,1,-4,-4,-4,0,0,0,0,-4,2,6,1981,0,12500,1,2
0,0,0,436,5,-4,-4,-4,1,0,0,0,-4,2,2,1982,0,0,1,2
0,0,0,437,2,-4,-4,-4,0,0,0,0,-4,2,7,1981,0,17500,1,2
0,0,0,438,2,3,0,4,0,1,0,0,-4,1,3,1983,0,17500,1,2
0,0,0,439,2,3,0,1,1,1,0,0,-4,2,5,1984,0,17500,1,2
5,2,26,440,2,-4,-4,-4,1,1,0,0,-4,1,8,1980,0,4000,1,2
4,0,0,441,3,-4,-4,-4,1,0,1,1,1,1,1,1982,0,4000,1,2
0,0,0,442,2,-4,-4,-4,1,0,0,0,-4,2,3,1981,-4,-4,1,2
1,0,0,443,1,-4,-4,-4,0,0,0,0,-4,1,6,1980,0,15000,1,2
0,0,0,444,2,-4,-4,-4,0,0,0,0,-4,2,2,1982,0,15000,1,2
1,0,0,445,1,-4,-4,-4,0,0,0,0,-4,1,1,1981,-4,-4,1,2
8,4,7,446,1,1,3,6,0,0,0,0,-4,1,2,1983,-4,-4,1,2
1,0,0,447,2,1,3,4,1,0,0,0,-4,2,9,1983,0,-3,1,2
3,0,0,448,1,1,0,4,0,1,0,0,-4,2,9,1983,0,-3,1,2
0,0,0,449,1,3,0,1,1,0,0,0,-4,2,9,1984,0,15000,1,2
1,0,0,450,2,-4,-4,-4,1,1,0,0,-4,2,11,1980,0,14000,1,2
3,0,0,451,3,1,2,1,1,0,0,1,3,1,9,1983,0,14000,1,2
1,0,0,452,2,-4,-4,-4,1,0,0,0,-4,2,3,1981,0,19500,1,2
0,0,0,453,2,-4,-4,-4,1,0,1,0,-4,2,7,1982,0,19500,1,2
0,0,0,454,1,-4,-4,-4,1,0,0,0,-4,1,8,1982,0,8400,1,2
1,1,14,455,1,3,0,1,1,0,0,0,-4,1,8,1984,0,45000,1,2
0,0,0,456,1,3,0,4,1,0,0,0,-4,1,11,1983,0,-3,1,2
0,0,0,457,2,-4,-4,-4,1,1,0,0,-4,1,5,1980,-4,-4,1,2
0,0,0,458,1,-4,-4,-4,1,0,0,0,-4,1,6,1982,-4,-4,1,2
0,0,0,459,1,3,0,1,1,0,0,0,-4,2,6,1983,0,-3,1,2
0,0,0,460,3,-4,-4,-4,0,0,0,0,-4,2,12,1981,0,-3,1,2
0,0,0,461,2,3,5,1,1,0,0,0,-4,2,3,1983,0,-3,1,2
1,0,0,462,3,-4,-4,-4,1,0,0,0,-4,2,2,1981,0,-3,1,2
4,1,1,463,1,-4,-4,-4,1,0,0,0,-4,1,7,1982,1,-3,1,2
0,0,0,464,4,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,-3,1,2
0,0,0,465,4,1,0,4,1,1,0,0,-4,2,10,1984,0,-3,1,2
12,2,3,466,1,1,9,1,1,0,0,1,1,1,12,1983,-4,-4,1,2
2,0,0,467,3,3,1,1,1,0,0,0,-4,2,9,1984,1,11700,1,2
0,0,0,468,2,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,19000,1,2
0,0,0,469,2,-4,-4,-4,1,0,0,0,-4,2,1,1982,0,19000,1,2
0,0,0,470,1,-4,-4,-4,0,0,0,0,-4,2,2,1981,-4,-4,1,2
0,0,0,471,2,-4,-4,-4,1,0,0,0,-4,1,7,1980,0,23000,1,2
0,0,0,472,-2,1,0,4,0,0,0,0,-4,2,1,1983,0,23000,1,2
0,0,0,473,4,-4,-4,-4,0,0,0,0,-4,2,3,1982,0,3000,1,2
0,0,0,474,1,3,0,1,0,0,0,0,-4,2,7,1984,-4,-4,1,2
0,0,0,475,4,-4,-4,-4,1,0,0,0,-4,1,3,1981,0,-3,1,2
0,0,0,476,2,-4,-4,-4,1,0,0,0,-4,1,7,1982,-4,-4,1,1
0,0,0,477,4,-4,-4,-4,1,1,0,0,-4,2,5,1982,-4,-4,1,2
0,0,0,478,1,3,0,4,1,0,0,0,-4,2,1,1983,0,-3,1,4
0,0,0,479,1,-4,-4,-4,1,0,0,0,-4,2,8,1982,-4,-4,1,2
6,0,0,480,1,-4,-4,-4,0,1,0,0,-4,2,7,1980,0,15000,1,2
4,0,0,481,2,1,1,2,1,0,0,0,-4,1,5,1984,0,15000,1,2
1,0,0,482,1,1,0,4,1,0,0,0,-4,1,7,1983,0,250,1,1
0,0,0,483,1,-4,-4,-4,1,0,0,0,-4,1,2,1980,0,47200,1,2
0,0,0,484,1,-4,-4,-4,0,0,0,0,-4,2,8,1982,0,47200,1,2
0,0,0,485,-2,-4,-4,-4,0,0,0,0,-4,1,7,1982,-4,-4,1,4
0,0,0,486,1,-4,-4,-4,0,0,0,0,-4,2,6,1980,0,75000,1,4
0,0,0,487,-2,1,0,1,0,0,0,0,-4,1,3,1984,0,75000,1,4
0,0,0,488,2,-4,-4,-4,1,1,0,0,-4,2,1,1982,0,34000,1,4
0,0,0,489,1,-4,-4,-4,1,0,0,0,-4,2,11,1982,0,26000,1,4
0,0,0,490,1,-4,-4,-4,0,0,0,0,-4,1,11,1982,0,45040,1,3
0,0,0,491,1,3,0,1,0,0,0,0,-4,1,9,1984,0,45040,1,3
0,0,0,492,2,1,10,6,1,0,0,0,-4,2,10,1983,-4,-4,1,4
0,0,0,493,1,-4,-4,-4,0,0,0,0,-4,1,9,1981,-4,-4,1,4
0,0,0,494,2,1,-1,4,0,0,0,-1,-4,2,3,1983,-4,-4,1,2
0,0,0,495,1,1,0,4,0,0,0,0,-4,1,12,1984,-4,-4,1,2
0,0,0,496,1,3,0,4,0,1,0,0,-4,1,7,1984,-4,-4,1,2
0,0,0,497,1,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,61000,1,3
0,0,0,498,1,-4,-4,-4,0,0,0,0,-4,2,5,1980,0,76400,1,4
0,0,0,499,2,-4,-4,-4,0,0,0,0,-4,2,8,1982,0,38000,1,2
0,0,0,500,2,-4,-4,-4,1,0,0,0,-4,1,3,1982,0,-3,1,4
0,0,0,501,-2,-4,-4,-4,0,0,0,0,-4,1,9,1982,0,-3,1,4
0,0,0,502,2,1,0,5,1,0,0,0,-4,1,9,1983,0,-3,1,4
0,0,0,503,1,-4,-4,-4,1,1,0,0,-4,1,12,1981,0,75000,1,4
2,1,3,504,1,1,0,4,1,0,0,0,-4,2,7,1984,0,43000,1,4
1,1,1,505,2,3,0,4,1,0,0,0,-4,1,8,1984,0,82300,1,2
0,0,0,506,1,-4,-4,-4,1,1,0,0,-4,1,9,1982,0,48000,1,4
0,0,0,507,2,3,3,6,1,0,0,0,-4,2,8,1984,-4,-4,1,4
3,1,2,508,1,-4,-4,-4,0,0,0,0,-4,1,8,1981,1,-3,1,2
0,0,0,509,1,3,0,1,0,0,0,0,-4,2,8,1984,0,10000,1,1
3,3,19,510,2,-4,-4,-4,1,0,0,0,-4,1,5,1980,0,7500,1,2
1,0,0,511,1,-4,-4,-4,0,0,0,1,1,1,1,1980,-4,-4,1,2
0,0,0,512,3,-4,-4,-4,0,1,0,0,-4,2,3,1981,0,38000,1,2
2,1,23,513,1,-4,-4,-4,1,0,0,0,-4,1,5,1982,0,38000,1,2
0,0,0,514,1,-4,-4,-4,0,0,0,0,-4,2,2,1981,0,13200,1,2
0,0,0,515,2,1,0,4,1,1,0,0,-4,2,3,1983,0,18000,1,2
1,0,0,516,1,1,2,4,1,1,0,0,-4,1,3,1983,0,18000,1,2
0,0,0,517,2,-4,-4,-4,1,0,0,0,-4,1,9,1981,-4,-4,1,2
0,0,0,518,2,1,0,4,0,0,0,0,-4,2,11,1983,-4,-4,1,2
0,0,0,519,5,-4,-4,-4,0,0,1,0,-4,2,6,1980,-4,456,1,2
2,0,0,520,2,-4,-4,-4,1,0,0,0,-4,1,10,1981,-4,-4,1,2
2,0,0,521,2,1,5,1,1,0,0,0,-4,1,7,1983,-4,-4,1,2
4,0,0,522,2,-4,-4,-4,0,0,0,0,-4,1,1,1983,0,15000,1,2
4,3,6,523,3,-4,-4,-4,1,0,0,0,-4,2,5,1980,0,29250,1,4
2,1,1,524,1,-4,-4,-4,1,0,0,0,-4,1,8,1981,-4,-4,1,2
1,0,0,525,1,-4,-4,-4,1,0,0,0,-4,1,4,1982,0,9000,1,2
6,1,17,526,2,2,-4,-4,1,1,0,0,-4,1,11,1983,0,9000,1,2
0,0,0,527,1,-4,-4,-4,0,0,0,0,-4,1,12,1981,0,246474,1,4
0,0,0,528,2,-4,-4,-4,0,0,0,0,-4,2,9,1982,0,246474,1,4
0,0,0,529,-2,-4,-4,-4,0,0,0,0,-4,2,4,1982,0,18000,1,2
0,0,0,530,2,-4,-4,-4,1,0,0,0,-4,2,9,1982,0,112520,1,4
0,0,0,531,1,-4,-4,-4,1,0,0,0,-4,2,4,1980,-4,-4,1,2
0,0,0,532,2,1,0,4,1,0,0,0,-4,2,1,1983,-4,-4,1,2
0,0,0,533,1,1,0,1,1,0,0,0,-4,2,1,1983,-4,-4,1,4
0,0,0,534,2,-4,-4,-4,1,0,0,0,-4,2,11,1981,-4,-4,1,2
0,0,0,535,2,-4,-4,-4,1,0,0,0,-4,2,5,1980,-4,-4,1,4
0,0,0,536,2,-4,-4,-4,1,0,0,0,-4,1,12,1982,-4,-4,1,2
0,0,0,537,1,-4,-4,-4,0,0,1,0,-4,1,2,1982,0,36960,1,4
1,0,0,538,1,1,18,1,1,1,0,0,-4,2,8,1983,0,36960,1,4
0,0,0,539,1,-4,-4,-4,0,0,0,0,-4,1,6,1980,0,30000,1,2
0,0,0,540,1,-4,-4,-4,0,0,0,0,-4,2,2,1982,0,30000,1,2
0,0,0,541,1,-4,-4,-4,0,0,0,0,-4,2,2,1982,-4,-4,1,2
0,0,0,542,1,3,2,4,0,0,0,0,-4,2,2,1984,0,69200,1,1
0,0,0,543,1,1,0,1,0,0,0,0,-4,1,10,1983,0,43000,1,2
0,0,0,544,1,-4,-4,-4,1,0,0,0,-4,1,2,1981,0,92000,1,4
2,0,0,545,1,-4,-4,-4,0,0,0,1,2,1,8,1981,-4,-4,1,1
1,0,0,546,1,-4,-4,-4,1,1,0,0,-4,1,6,1980,0,-3,1,4
1,0,0,547,1,3,5,4,1,0,0,0,-4,1,1,1984,0,-3,1,4
0,0,0,548,2,2,-4,-4,1,0,0,0,-4,2,11,1984,0,63000,1,4
1,0,0,549,1,-4,-4,-4,0,0,0,1,1,1,12,1981,0,93650,1,4
0,0,0,550,1,1,1,4,0,0,0,0,-4,1,2,1984,0,-3,1,4
0,0,0,551,1,-4,-4,-4,0,0,0,0,-4,1,12,1981,0,-3,1,4
0,0,0,552,1,-4,-4,-4,1,0,0,0,-4,1,11,1981,0,95100,1,4
0,0,0,553,1,3,6,4,0,0,0,0,-4,1,9,1983,0,95100,1,4
7,4,22,554,1,-4,-4,-4,1,0,0,1,1,1,8,1981,0,33600,1,4
0,0,0,555,1,1,0,1,1,0,0,0,-4,1,3,1984,0,-3,1,4
0,0,0,556,3,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,-3,1,4
1,0,0,557,2,-4,-4,-4,1,1,0,1,1,2,11,1981,0,43331,1,2
0,0,0,558,1,-4,-4,-4,0,0,0,0,-4,1,2,1982,0,100500,1,4
0,0,0,559,2,3,0,4,1,0,0,0,-4,2,3,1984,0,57150,1,4
0,0,0,560,2,-4,-4,-4,1,0,0,0,-4,2,4,1981,0,42152,1,4
0,0,0,561,2,3,0,1,1,0,0,0,-4,1,3,1984,0,42152,1,4
0,0,0,562,1,-4,-4,-4,0,0,0,0,-4,2,1,1983,0,28000,1,2
0,0,0,563,5,-4,-4,-4,0,0,0,0,-4,1,3,1982,0,-3,1,4
0,0,0,564,2,1,0,4,1,0,0,0,-4,1,8,1983,0,46200,1,4
1,0,0,565,1,-4,-4,-4,1,0,0,1,1,1,4,1982,0,-3,1,2
0,0,0,566,1,-4,-4,-4,1,0,0,0,-4,2,7,1982,-4,-4,1,2
0,0,0,567,3,-4,-4,-4,1,0,0,0,-4,1,3,1980,0,71765,1,4
0,0,0,568,3,-4,-4,-4,1,0,0,0,-4,1,10,1981,0,71765,1,4
0,0,0,569,4,-4,-4,-4,1,0,0,0,-4,1,4,1981,0,96000,1,4
0,0,0,570,2,-4,-4,-4,1,0,0,0,-4,2,7,1982,0,96000,1,4
0,0,0,571,2,-4,-4,-4,0,0,0,0,-4,1,10,1980,0,76720,1,4
0,0,0,572,1,3,0,4,1,0,0,0,-4,1,10,1983,0,76720,1,4
0,0,0,573,1,-4,-4,-4,1,1,0,0,-4,2,9,1981,0,35000,1,2
2,0,0,574,2,1,3,1,1,1,0,0,-4,2,1,1983,0,35000,1,2
1,0,0,575,4,-4,-4,-4,1,0,0,1,1,1,12,1981,1,-3,1,4
1,1,-3,576,2,-4,-4,-4,1,1,0,0,-4,1,11,1981,0,86200,1,4
0,0,0,577,1,1,0,4,1,0,0,0,-4,1,4,1984,0,86200,1,4
1,0,0,578,1,-4,-4,-4,1,0,0,1,1,1,12,1982,0,75400,1,4
2,0,0,579,1,-4,-4,-4,1,0,0,0,-4,2,6,1980,0,40305,1,4
0,0,0,580,2,3,1,1,1,0,0,0,-4,1,5,1983,0,40305,1,4
0,0,0,581,2,-4,-4,-4,1,1,0,0,-4,1,4,1982,0,20880,1,4
0,0,0,582,1,1,0,1,0,0,0,0,-4,2,11,1983,0,20880,1,4
1,0,0,583,3,-4,-4,-4,1,1,0,0,-4,2,11,1981,0,29000,1,4
0,0,0,584,2,-4,-4,-4,1,0,0,0,-4,2,12,1981,-4,-4,1,4
0,0,0,585,1,1,0,1,0,0,0,0,-4,2,3,1983,-4,-4,1,4
1,1,7,586,1,-4,-4,-4,1,1,0,0,-4,1,1,1980,0,46800,1,2
0,0,0,587,1,1,0,4,0,0,0,0,-4,2,1,1983,0,46800,1,2
5,0,0,588,5,1,2,4,1,0,0,1,1,1,4,1983,1,9410,1,4
10,4,20,589,1,1,0,1,0,0,0,0,-4,1,4,1983,1,9410,1,4
0,0,0,590,1,3,0,4,1,0,0,0,-4,1,9,1983,0,48000,1,4
0,0,0,591,1,-4,-4,-4,0,0,0,0,-4,2,12,1982,0,14000,1,2
0,0,0,592,1,1,0,4,0,1,0,0,-4,2,10,1984,0,14000,1,2
1,0,0,593,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,55250,1,2
2,2,5,594,5,-4,-4,-4,1,1,0,0,-4,2,2,1980,0,32220,1,1
5,0,0,595,1,-4,-4,-4,1,1,1,0,-4,2,9,1981,0,32220,1,1
0,0,0,596,1,-4,-4,-4,0,0,0,0,-4,2,2,1981,0,-3,1,4
0,0,0,597,1,-4,-4,-4,1,0,0,0,-4,2,12,1982,0,39800,1,4
0,0,0,598,1,-4,-4,-4,0,0,0,0,-4,1,4,1981,0,45500,1,2
0,0,0,599,4,-4,-4,-4,0,0,0,0,-4,2,9,1981,0,-3,1,2
0,0,0,600,1,2,-4,-4,0,1,0,0,-4,1,9,1984,-4,-4,1,2
0,0,0,601,5,-4,-4,-4,1,0,0,0,-4,2,5,1980,-4,-4,1,2
0,0,0,602,1,-4,-4,-4,0,0,0,0,-4,2,1,1982,-4,-4,1,2
0,0,0,603,4,1,12,1,0,0,0,0,-4,1,5,1984,0,-3,1,2
0,0,0,604,3,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,25000,1,2
